smiles,node_id,num_expansions,rollout_num,score,Q_value,num_reactions,reaction_1_id,building_block_1_1_id,building_block_1_1_smiles,building_block_1_2_id,building_block_1_2_smiles,building_block_1_3_id,building_block_1_3_smiles
NC(=O)NC(CC(=O)N(N)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)c1cccc(Oc2ccccc2)c1,85545,1,269,-156.6349639892578,-156.6349639892578,1,22,4060,NNC(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,9721,NC(=O)NC(CC(=O)O)c1cccc(Oc2ccccc2)c1,,
O=C(NCc1cn(C2CCN(C(=O)c3nccnc3C(=O)NCc3ccc(F)cc3)C2)nn1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,85252,0,160,-156.62869262695312,0.0,1,275592,24286150,CC(C)(C)OC(=O)NCc1cn(C2CCNC2)nn1,685438,O=C(O)c1nccnc1C(=O)NCc1ccc(F)cc1,416.0,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
Cn1c(=O)[nH]c(=O)c2c(C(=O)N(CC(N)c3ccccc3)C(=O)c3cnn(-c4ccccc4)n3)cc(-c3ccc4c(c3)OCO4)nc21,84882,1,26,-156.6272430419922,-156.6272430419922,1,240690,26707664,NC(CNC(=O)c1cnn(-c2ccccc2)n1)c1ccccc1,2720462,Cn1c(=O)[nH]c(=O)c2c(C(=O)O)cc(-c3ccc4c(c3)OCO4)nc21,,
CCCCNc1cc(C(=O)NC(Cc2nnn[nH]2)c2ccc(F)cc2F)cc(S(N)(=O)=O)c1Oc1ccccc1,85351,1,195,-156.5411834716797,-156.5411834716797,1,22,26359933,NC(Cc1nnn[nH]1)c1ccc(F)cc1F,3918545,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,
O=C(CCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])NCc1cn(C2CCN(C(=O)CCc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])CC2)nn1,85164,1,127,-156.51905822753906,-156.51905822753906,1,275592,13883003,CC(C)(C)OC(=O)N1CCC(n2cc(CN)nn2)CC1,4040553,O=C(O)CCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],4040553.0,O=C(O)CCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
NC(=O)NC(CC(=O)NNC(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)c1cccc(Oc2ccccc2)c1,85546,0,269,-156.4158477783203,0.0,1,22,4060,NNC(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,9721,NC(=O)NC(CC(=O)O)c1cccc(Oc2ccccc2)c1,,
NCC(c1ccc2ccccc2c1)N(C(=O)c1cc([N+](=O)[O-])ccc1Sc1nnnn1-c1ccccc1)C(=O)C1CCc2nnnn2CC1,84824,1,6,-156.36415100097656,-156.36415100097656,1,240690,26708129,NCC(NC(=O)C1CCc2nnnn2CC1)c1ccc2ccccc2c1,9798,O=C(O)c1cc([N+](=O)[O-])ccc1Sc1nnnn1-c1ccccc1,,
Cn1nccc1C1CN(C(=O)CCCNC(=O)c2ccc3[nH]nnc3c2)CC1NC(=O)CCCNC(=O)c1ccc2[nH]nnc2c1,85386,1,209,-156.2477569580078,-156.2477569580078,1,275592,26047806,Cn1nccc1C1CNCC1NC(=O)OC(C)(C)C,8997143,O=C(O)CCCNC(=O)c1ccc2[nH]nnc2c1,8997143.0,O=C(O)CCCNC(=O)c1ccc2[nH]nnc2c1
Cn1nnnc1SCC(=O)Nc1ccc(C(=O)NCC2(NC(=O)c3ccc(NC(=O)CSc4nnnn4C)cc3)CCN(Cc3ccccc3)CC2)cc1,85170,1,129,-156.21128845214844,-156.21128845214844,1,275592,12491606,CC(C)(C)OC(=O)NC1(CN)CCN(Cc2ccccc2)CC1,13763,Cn1nnnc1SCC(=O)Nc1ccc(C(=O)O)cc1,13763.0,Cn1nnnc1SCC(=O)Nc1ccc(C(=O)O)cc1
COc1ccc(C(CNC(=O)c2ccc(OC)c(-n3cnnn3)c2)NC(=O)c2cnc(N)c([N+](=O)[O-])c2)cc1,85684,1,322,-156.19297790527344,-156.19297790527344,1,275592,187126,COc1ccc(C(CN)NC(=O)OC(C)(C)C)cc1,4796118,COc1ccc(C(=O)O)cc1-n1cnnn1,3061566.0,Nc1ncc(C(=O)O)cc1[N+](=O)[O-]
O=C(NCc1cn(C2CCCN(C(=O)c3ccnc4[nH]c(O)nc34)C2)nn1)c1[nH]n(-c2ccc([N+](=O)[O-])cc2)c(=O)c1CCO,85231,1,152,-156.04197692871094,-156.04197692871094,1,275592,21928749,CC(C)(C)OC(=O)NCc1cn(C2CCCNC2)nn1,15270890,O=C(O)c1ccnc2[nH]c(O)nc12,2020049.0,O=C(O)c1[nH]n(-c2ccc([N+](=O)[O-])cc2)c(=O)c1CCO
Cc1oc2[nH]c(=O)n(-c3ccccc3)c(=O)c2c1C(=O)NCC(NC(=O)CCn1cnnn1)c1ccc(F)cc1F,85623,1,298,-155.94305419921875,-155.94305419921875,1,275592,187106,CC(C)(C)OC(=O)NC(CN)c1ccc(F)cc1F,2807414,Cc1oc2[nH]c(=O)n(-c3ccccc3)c(=O)c2c1C(=O)O,2794562.0,O=C(O)CCn1cnnn1
O=C(NCc1cn(C2CCN(C(=O)c3cn(-c4cccc([N+](=O)[O-])c4)nn3)C2)nn1)c1cn(-c2cccc([N+](=O)[O-])c2)nn1,85021,1,77,-155.9377899169922,-155.9377899169922,1,275592,13882998,CC(C)(C)OC(=O)N1CCC(n2cc(CN)nn2)C1,2784435,O=C(O)c1cn(-c2cccc([N+](=O)[O-])c2)nn1,2784435.0,O=C(O)c1cn(-c2cccc([N+](=O)[O-])c2)nn1
O=C(NC(Cc1ccc(O)cc1)C(=O)NCCN(Cc1ccc(Cl)nc1)C(=O)c1cc(-c2ccc([N+](=O)[O-])cc2)n[nH]1)c1ccoc1,85549,1,270,-155.93060302734375,-155.93060302734375,1,275592,26389480,CC(C)(C)OC(=O)NCCNCc1ccc(Cl)nc1,43840,O=C(O)c1cc(-c2ccc([N+](=O)[O-])cc2)n[nH]1,26388971.0,O=C(NC(Cc1ccc(O)cc1)C(=O)O)c1ccoc1
O=C(NCc1ccccc1)Nc1ccc(O)c(C(=O)NCCCN(Cc2ccccc2)C(=O)c2ccc3[nH]nnc3n2)c1,85484,1,244,-155.8822784423828,-155.8822784423828,1,275592,11309424,CC(C)(C)OC(=O)NCCCNCc1ccccc1,3589751,O=C(O)c1ccc2[nH]nnc2n1,17723611.0,O=C(NCc1ccccc1)Nc1ccc(O)c(C(=O)O)c1
Cc1nc2c(-c3ccccc3)cnn2c(O)c1CCC(=O)N1CCCCC1C(CNC(=O)c1cn(-c2cccc([N+](=O)[O-])c2)nn1)Cc1ccccc1,85760,1,349,-155.7733917236328,-155.7733917236328,1,275592,2810319,CC(C)(C)OC(=O)NCC(Cc1ccccc1)C1CCCCN1,5466012,Cc1nc2c(-c3ccccc3)cnn2c(O)c1CCC(=O)O,2784435.0,O=C(O)c1cn(-c2cccc([N+](=O)[O-])c2)nn1
Nc1nccc(C(=O)N2CC(O)C(N(Cc3ccccc3)C(=O)c3cn(-c4ccc5c(c4)OCCO5)nn3)C2)c1[N+](=O)[O-],85581,1,283,-155.70924377441406,-155.70924377441406,1,275592,22131008,CC(C)(C)OC(=O)N1CC(O)C(NCc2ccccc2)C1,489327,O=C(O)c1cn(-c2ccc3c(c2)OCCO3)nn1,17439907.0,Nc1nccc(C(=O)O)c1[N+](=O)[O-]
O=C(NCc1cc(O)nc(CNC(=O)c2nnc(O)cc2O)n1)c1ccc([N+](=O)[O-])o1,85052,1,89,-155.6947479248047,-155.6947479248047,1,275592,22976339,CC(C)(C)OC(=O)NCc1cc(O)nc(CN)n1,10991181,O=C(O)c1nnc(O)cc1O,65.0,O=C(O)c1ccc([N+](=O)[O-])o1
O=C(NCc1cn(C2CCCN(C(=O)c3[nH]n(-c4ccc([N+](=O)[O-])cc4)c(=O)c3CCO)C2)nn1)c1ccnc2[nH]c(O)nc12,85232,0,152,-155.68174743652344,0.0,1,275592,21928749,CC(C)(C)OC(=O)NCc1cn(C2CCCNC2)nn1,2020049,O=C(O)c1[nH]n(-c2ccc([N+](=O)[O-])cc2)c(=O)c1CCO,15270890.0,O=C(O)c1ccnc2[nH]c(O)nc12
O=C(NCc1nc(O)cc(CNC(=O)c2nnc(O)cc2O)n1)c1ccc([N+](=O)[O-])o1,85051,0,89,-155.6786651611328,0.0,1,275592,22976339,CC(C)(C)OC(=O)NCc1cc(O)nc(CN)n1,65,O=C(O)c1ccc([N+](=O)[O-])o1,10991181.0,O=C(O)c1nnc(O)cc1O
O=C(NCc1ccncc1OC1CCN(C(=O)c2ccnc(-n3ccc([N+](=O)[O-])n3)c2)C1)c1ccnc(-n2ccc([N+](=O)[O-])n2)c1,85030,1,80,-155.61705017089844,-155.61705017089844,1,275592,24369278,CC(C)(C)OC(=O)N1CCC(Oc2cnccc2CN)C1,3532314,O=C(O)c1ccnc(-n2ccc([N+](=O)[O-])n2)c1,3532314.0,O=C(O)c1ccnc(-n2ccc([N+](=O)[O-])n2)c1
NN(C(=O)c1ccc(-n2cnnn2)cc1)C(=O)c1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1O,84857,1,18,-155.56825256347656,-155.56825256347656,1,22,13904,NNC(=O)c1ccc(-n2cnnn2)cc1,1375,O=C(O)c1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1O,,
Cc1nc2c(-c3ccccc3)cnn2c(O)c1CCC(=O)NCC(Cc1ccccc1)C1CCCCN1C(=O)c1cn(-c2cccc([N+](=O)[O-])c2)nn1,85761,0,349,-155.55606079101562,0.0,1,275592,2810319,CC(C)(C)OC(=O)NCC(Cc1ccccc1)C1CCCCN1,2784435,O=C(O)c1cn(-c2cccc([N+](=O)[O-])c2)nn1,5466012.0,Cc1nc2c(-c3ccccc3)cnn2c(O)c1CCC(=O)O
CC(Cn1cc(CNC(=O)CCn2c(=O)oc3cc([N+](=O)[O-])ccc32)nn1)NC(=O)CCc1nc(-c2nnc[nH]2)no1,86149,1,487,-155.54685974121094,-155.54685974121094,1,275592,26376744,CC(Cn1cc(CN)nn1)NC(=O)OC(C)(C)C,36719,O=C(O)CCn1c(=O)oc2cc([N+](=O)[O-])ccc21,2047732.0,O=C(O)CCc1nc(-c2nnc[nH]2)no1
O=C(COc1ccc(-n2cnnn2)cc1)NCc1cn(C2CN(C(=O)COc3ccc(-n4cnnn4)cc3)C2)nn1,85114,1,110,-155.5399169921875,-155.5399169921875,1,275592,24375239,CC(C)(C)OC(=O)NCc1cn(C2CNC2)nn1,2048283,O=C(O)COc1ccc(-n2cnnn2)cc1,2048283.0,O=C(O)COc1ccc(-n2cnnn2)cc1
Cn1cc(CN(C(=O)c2cnc(O)c([N+](=O)[O-])c2)C2CCN(C(=O)c3cn(CC4CNC(=O)O4)nn3)C2)c(=O)n(C)c1=O,85041,1,85,-155.52772521972656,-155.52772521972656,1,275592,15328976,Cn1cc(CNC2CCN(C(=O)OC(C)(C)C)C2)c(=O)n(C)c1=O,2793539,O=C(O)c1cnc(O)c([N+](=O)[O-])c1,4745043.0,O=C1NCC(Cn2cc(C(=O)O)nn2)O1
CC(NC(=O)CNC(=O)c1ccc2[nH]nnc2c1)C(CCc1ccccc1)NC(=O)CNC(=O)c1ccc2[nH]nnc2c1,85333,1,189,-155.5268096923828,-155.5268096923828,1,275592,26054608,CC(NC(=O)OC(C)(C)C)C(N)CCc1ccccc1,9052729,O=C(O)CNC(=O)c1ccc2[nH]nnc2c1,9052729.0,O=C(O)CNC(=O)c1ccc2[nH]nnc2c1
CCOc1ccc(NS(=O)(=O)c2ccc3nc(O)cc(C(=O)NCc4ccc(-c5ccccc5-c5nnn[nH]5)cc4)c3c2)cc1,84941,1,48,-155.51235961914062,-155.51235961914062,1,22,13981440,NCc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,7453,CCOc1ccc(NS(=O)(=O)c2ccc3nc(O)cc(C(=O)O)c3c2)cc1,,
O=C(NCc1nc(C2CCN(C(=O)CCCOc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])CC2)n[nH]1)c1nccc2[nH]nnc12,85228,1,151,-155.3793182373047,-155.3793182373047,1,275592,22130211,CC(C)(C)OC(=O)NCc1nc(C2CCNCC2)n[nH]1,26628599,O=C(O)CCCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],26386824.0,O=C(O)c1nccc2[nH]nnc12
O=C(NCc1cc(OC2CCN(C(=O)c3c4c(cc([N+](=O)[O-])c3[N+](=O)[O-])OCCO4)C2)ccn1)c1n[nH]c2ccc([N+](=O)[O-])cc12,85428,1,224,-155.3574676513672,-155.3574676513672,1,275592,24366312,CC(C)(C)OC(=O)N1CCC(Oc2ccnc(CN)c2)C1,230456,O=C(O)c1n[nH]c2ccc([N+](=O)[O-])cc12,9550829.0,O=C(O)c1c2c(cc([N+](=O)[O-])c1[N+](=O)[O-])OCCO2
O=C(NCc1cccc(-n2cc(CNC(=O)c3nnc(O)cc3O)nn2)c1)c1nnc(O)cc1O,84827,1,7,-155.3378143310547,-155.3378143310547,1,275592,24350105,CC(C)(C)OC(=O)NCc1cn(-c2cccc(CN)c2)nn1,10991181,O=C(O)c1nnc(O)cc1O,10991181.0,O=C(O)c1nnc(O)cc1O
Cn1nnnc1SCC(=O)Nc1ccc(C(=O)N(Cc2ccccn2)C2CCCN(C(=O)c3cc([N+](=O)[O-])c(O)cc3N)CC2)cc1,85610,1,294,-155.31675720214844,-155.31675720214844,1,275592,15328858,CC(C)(C)OC(=O)N1CCCC(NCc2ccccn2)CC1,13763,Cn1nnnc1SCC(=O)Nc1ccc(C(=O)O)cc1,3543607.0,Nc1cc(O)c([N+](=O)[O-])cc1C(=O)O
CNc1nc(C(=O)NC(CNC(=O)c2ccc(-c3nnc(-c4ccc(C)cc4)o3)cc2)c2ccc(N(C)C)cc2)ccc1[N+](=O)[O-],86079,1,463,-155.25730895996094,-155.25730895996094,1,275592,187105,CN(C)c1ccc(C(CN)NC(=O)OC(C)(C)C)cc1,39024,Cc1ccc(-c2nnc(-c3ccc(C(=O)O)cc3)o2)cc1,13605368.0,CNc1nc(C(=O)O)ccc1[N+](=O)[O-]
CC(Cn1cc(CNC(=O)CCc2nc(-c3nnc[nH]3)no2)nn1)NC(=O)CCn1c(=O)oc2cc([N+](=O)[O-])ccc21,86150,0,487,-155.2449188232422,0.0,1,275592,26376744,CC(Cn1cc(CN)nn1)NC(=O)OC(C)(C)C,2047732,O=C(O)CCc1nc(-c2nnc[nH]2)no1,36719.0,O=C(O)CCn1c(=O)oc2cc([N+](=O)[O-])ccc21
Nc1c(C(=O)NCCCC(NC(=O)c2ccc(Cn3ccnn3)o2)c2ccccc2)cnn1-c1ccc([N+](=O)[O-])cc1,85914,1,405,-155.2332000732422,-155.2332000732422,1,275592,11314235,CC(C)(C)OC(=O)NCCCC(N)c1ccccc1,24626396,O=C(O)c1ccc(Cn2ccnn2)o1,3943429.0,Nc1c(C(=O)O)cnn1-c1ccc([N+](=O)[O-])cc1
CC(Cc1ccc(CNC(=O)c2nc3[nH]c(=O)c4ccccc4n3n2)cc1)NC(=O)c1ccc(NC(=O)c2cc(F)cc(F)c2)cc1O,86186,1,500,-155.2139892578125,-155.2139892578125,1,275592,27267309,CC(Cc1ccc(CN)cc1)NC(=O)OC(C)(C)C,26616768,O=C(O)c1nc2[nH]c(=O)c3ccccc3n2n1,2016858.0,O=C(Nc1ccc(C(=O)O)c(O)c1)c1cc(F)cc(F)c1
Cn1c(=O)[nH]c(=O)c2c(C(=O)NC(CNC(=O)c3cnn(-c4ccccc4)n3)c3ccccc3)cc(-c3ccc4c(c3)OCO4)nc21,84881,0,26,-155.20982360839844,0.0,1,240690,26707664,NC(CNC(=O)c1cnn(-c2ccccc2)n1)c1ccccc1,2720462,Cn1c(=O)[nH]c(=O)c2c(C(=O)O)cc(-c3ccc4c(c3)OCO4)nc21,,
COC(=O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)Oc1ccc(-n2nnnc2C2CC2)cc1NC(=O)CCl,85295,0,175,-155.09083557128906,0.0,1,1458,2414462,COC(=O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,10011130,O=C(CCl)Nc1cc(-n2nnnc2C2CC2)ccc1F,,
Cc1cc(C(=O)N2CCC(c3n[nH]c(CNC(=O)COc4nn(C)cc4[N+](=O)[O-])n3)CC2)c([N+](=O)[O-])c(O)n1,85072,1,96,-155.05520629882812,-155.05520629882812,1,275592,22130211,CC(C)(C)OC(=O)NCc1nc(C2CCNCC2)n[nH]1,10925078,Cc1cc(C(=O)O)c([N+](=O)[O-])c(O)n1,18486662.0,Cn1cc([N+](=O)[O-])c(OCC(=O)O)n1
O=C(CCCn1c(=O)oc2cc([N+](=O)[O-])ccc21)NC1CN(C(=O)CCCn2c(=O)oc3cc([N+](=O)[O-])ccc32)CC1c1ccccc1F,86084,1,465,-155.04620361328125,-155.04620361328125,1,275592,22132984,CC(C)(C)OC(=O)NC1CNCC1c1ccccc1F,37051,O=C(O)CCCn1c(=O)oc2cc([N+](=O)[O-])ccc21,37051.0,O=C(O)CCCn1c(=O)oc2cc([N+](=O)[O-])ccc21
COCCN(C(=O)COC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc32)o1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,84908,1,37,-155.00636291503906,-155.00636291503906,1,1458,13167887,O=C(NCc1ccc(C(=O)O)o1)OCC1c2ccccc2-c2ccccc21,9984,COCCN(C(=O)CCl)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,,
NC(=O)Cn1cc(C(=O)NCc2nc(O)cc(CNC(=O)c3cc([N+](=O)[O-])cnc3O)n2)nn1,85657,1,312,-154.98822021484375,-154.98822021484375,1,275592,22976339,CC(C)(C)OC(=O)NCc1cc(O)nc(CN)n1,2017025,NC(=O)Cn1cc(C(=O)O)nn1,37972.0,O=C(O)c1cc([N+](=O)[O-])cnc1O
NC(=O)Cn1cc(C(=O)NCc2cc(O)nc(CNC(=O)c3cc([N+](=O)[O-])cnc3O)n2)nn1,85658,0,312,-154.97750854492188,0.0,1,275592,22976339,CC(C)(C)OC(=O)NCc1cc(O)nc(CN)n1,37972,O=C(O)c1cc([N+](=O)[O-])cnc1O,2017025.0,NC(=O)Cn1cc(C(=O)O)nn1
Nc1ncc([N+](=O)[O-])cc1C(=O)NCCc1ocnc1CNC(=O)c1cn(-c2cccc([N+](=O)[O-])c2)nn1,85238,1,154,-154.90367126464844,-154.90367126464844,1,275592,26553988,CC(C)(C)OC(=O)NCCc1ocnc1CN,2784435,O=C(O)c1cn(-c2cccc([N+](=O)[O-])c2)nn1,2999534.0,Nc1ncc([N+](=O)[O-])cc1C(=O)O
COc1cc(S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NNC(=O)c2ccc(Cn3nnc(-c4ccccc4)n3)cc2)ccc1NC(C)=O,84889,0,29,-154.8647003173828,0.0,1,22,4060,NNC(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,31555,COc1cc(S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)ccc1NC(C)=O,,
O=C(Nc1ccc(O)cc1C(=O)N1CCC(Oc2cnccc2CNC(=O)c2cnncc2O)C1)OCc1ccccc1,85201,1,141,-154.8618621826172,-154.8618621826172,1,275592,24369278,CC(C)(C)OC(=O)N1CCC(Oc2cnccc2CN)C1,3480992,O=C(O)c1cnncc1O,2806145.0,O=C(Nc1ccc(O)cc1C(=O)O)OCc1ccccc1
NN(C(=O)c1cc(S(=O)(=O)NCc2ccccc2)ccc1O)C(=O)C(NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1ccccc1,86114,1,476,-154.8257293701172,-154.8257293701172,1,240690,4167,NNC(=O)c1cc(S(=O)(=O)NCc2ccccc2)ccc1O,2238634,O=C(NC(C(=O)O)c1ccccc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,
O=C(NCC1(NC(=O)c2oc3ccccc3c2CSc2nnc[nH]2)CCN(Cc2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],85337,1,190,-154.7906951904297,-154.7906951904297,1,275592,12491606,CC(C)(C)OC(=O)NC1(CN)CCN(Cc2ccccc2)CC1,456,O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],11589.0,O=C(O)c1oc2ccccc2c1CSc1nnc[nH]1
[N-]=[N+]=NC1CN(C(=O)c2ccc(-n3nn[nH]c3=O)cc2)CC1NC(=O)c1nsnc1O,85139,1,119,-154.73963928222656,-154.73963928222656,1,275592,26760406,CC(C)(C)OC(=O)N1CC(N)C(N=[N+]=[N-])C1,3479003,O=C(O)c1nsnc1O,11393422.0,O=C(O)c1ccc(-n2nn[nH]c2=O)cc1
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)NCc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C)C,85578,1,282,-154.72265625,-154.72265625,1,22,13981440,NCc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,4020798,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C,,
Cc1cc(C(=O)NCc2cn(CC3CCCN3C(=O)c3cnc(O)c([N+](=O)[O-])c3)nn2)c([N+](=O)[O-])c(O)n1,84961,1,54,-154.71705627441406,-154.71705627441406,1,275592,26368030,CC(C)(C)OC(=O)N1CCCC1Cn1cc(CN)nn1,10925078,Cc1cc(C(=O)O)c([N+](=O)[O-])c(O)n1,2793539.0,O=C(O)c1cnc(O)c([N+](=O)[O-])c1
N#CCCn1cc(C(=O)NCc2cn(C3CCN(C(=O)c4cc(-c5ccncc5)nnc4O)CC3)nn2)c(-c2cccc([N+](=O)[O-])c2)n1,85572,1,279,-154.69473266601562,-154.69473266601562,1,275592,23024351,CC(C)(C)OC(=O)NCc1cn(C2CCNCC2)nn1,26336086,O=C(O)c1cc(-c2ccncc2)nnc1O,2031605.0,N#CCCn1cc(C(=O)O)c(-c2cccc([N+](=O)[O-])c2)n1
O=C(CCCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])NCc1nc(C2CCN(C(=O)c3nccc4[nH]nnc34)CC2)n[nH]1,85227,0,151,-154.6896514892578,0.0,1,275592,22130211,CC(C)(C)OC(=O)NCc1nc(C2CCNCC2)n[nH]1,26386824,O=C(O)c1nccc2[nH]nnc12,26628599.0,O=C(O)CCCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
O=C(NCc1cn(C2CCN(C(=O)c3cc(-c4ccncc4)nnc3O)C2)nn1)c1cc(-c2ccncc2)nnc1O,84988,1,65,-154.6313934326172,-154.6313934326172,1,275592,24286150,CC(C)(C)OC(=O)NCc1cn(C2CCNC2)nn1,26336086,O=C(O)c1cc(-c2ccncc2)nnc1O,26336086.0,O=C(O)c1cc(-c2ccncc2)nnc1O
Cn1cc(CN(C(=O)c2cc([N+](=O)[O-])[nH]n2)C2CCN(C(=O)c3ccnc(N)c3[N+](=O)[O-])C2)c(=O)n(C)c1=O,85142,1,120,-154.61375427246094,-154.61375427246094,1,275592,15328976,Cn1cc(CNC2CCN(C(=O)OC(C)(C)C)C2)c(=O)n(C)c1=O,57653,O=C(O)c1cc([N+](=O)[O-])[nH]n1,17439907.0,Nc1nccc(C(=O)O)c1[N+](=O)[O-]
O=C(CNc1ccc([N+](=O)[O-])c2nonc12)NCc1cn(C2CCCN(C(=O)c3cncc4nc(O)[nH]c34)C2)nn1,85075,1,97,-154.60252380371094,-154.60252380371094,1,275592,21928749,CC(C)(C)OC(=O)NCc1cn(C2CCCNC2)nn1,26388924,O=C(O)c1cncc2nc(O)[nH]c12,4730998.0,O=C(O)CNc1ccc([N+](=O)[O-])c2nonc12
[N-]=[N+]=NC1CN(C(=O)c2nsnc2O)CC1NC(=O)c1ccc(-n2nn[nH]c2=O)cc1,85138,0,119,-154.5694580078125,0.0,1,275592,26760406,CC(C)(C)OC(=O)N1CC(N)C(N=[N+]=[N-])C1,11393422,O=C(O)c1ccc(-n2nn[nH]c2=O)cc1,3479003.0,O=C(O)c1nsnc1O
Cn1ccnc1C1CN(C(=O)CCc2nnc(-c3ccccn3)o2)CC1NC(=O)c1ccc([N+](=O)[O-])c(N)n1,86005,1,436,-154.55372619628906,-154.55372619628906,1,275592,26057481,Cn1ccnc1C1CNCC1NC(=O)OC(C)(C)C,2781342,O=C(O)CCc1nnc(-c2ccccn2)o1,3624789.0,Nc1nc(C(=O)O)ccc1[N+](=O)[O-]
O=C(NC1(CNC(=O)c2oc3ccccc3c2CSc2nnc[nH]2)CCN(Cc2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],85336,0,190,-154.5494842529297,0.0,1,275592,12491606,CC(C)(C)OC(=O)NC1(CN)CCN(Cc2ccccc2)CC1,11589,O=C(O)c1oc2ccccc2c1CSc1nnc[nH]1,456.0,O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
O=C(CNc1ccc([N+](=O)[O-])c2nonc12)NCCN(Cc1ccc(Cl)nc1)C(=O)c1ccccc1-n1nnnc1C(F)(F)F,85931,1,410,-154.53465270996094,-154.53465270996094,1,275592,26389480,CC(C)(C)OC(=O)NCCNCc1ccc(Cl)nc1,26629241,O=C(O)c1ccccc1-n1nnnc1C(F)(F)F,4730998.0,O=C(O)CNc1ccc([N+](=O)[O-])c2nonc12
O=C(NCc1cc(OC2CCN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C2)ccn1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,85024,1,78,-154.52296447753906,-154.52296447753906,1,275592,24366312,CC(C)(C)OC(=O)N1CCC(Oc2ccnc(CN)c2)C1,416,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,416.0,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
Cc1nc(C(=O)N2CC(n3cc(CNC(=O)c4ccnc(-n5ccc([N+](=O)[O-])n5)c4)nn3)C2)nn1-c1nnc(C(F)(F)F)[nH]1,85259,1,162,-154.49632263183594,-154.49632263183594,1,275592,24375239,CC(C)(C)OC(=O)NCc1cn(C2CNC2)nn1,45156,Cc1nc(C(=O)O)nn1-c1nnc(C(F)(F)F)[nH]1,3532314.0,O=C(O)c1ccnc(-n2ccc([N+](=O)[O-])n2)c1
Cc1nc(C(=O)NCc2cn(C3CN(C(=O)c4ccnc(-n5ccc([N+](=O)[O-])n5)c4)C3)nn2)nn1-c1nnc(C(F)(F)F)[nH]1,85260,0,162,-154.4772491455078,0.0,1,275592,24375239,CC(C)(C)OC(=O)NCc1cn(C2CNC2)nn1,3532314,O=C(O)c1ccnc(-n2ccc([N+](=O)[O-])n2)c1,45156.0,Cc1nc(C(=O)O)nn1-c1nnc(C(F)(F)F)[nH]1
O=C(NCc1nnc(C2CCCN(C(=O)c3cc([N+](=O)[O-])[nH]n3)C2)[nH]1)c1c2c(cc([N+](=O)[O-])c1[N+](=O)[O-])OCCO2,84952,1,51,-154.4293670654297,-154.4293670654297,1,275592,27030975,CC(C)(C)OC(=O)NCc1nnc(C2CCCNC2)[nH]1,57653,O=C(O)c1cc([N+](=O)[O-])[nH]n1,9550829.0,O=C(O)c1c2c(cc([N+](=O)[O-])c1[N+](=O)[O-])OCCO2
